,city,comments,country,date posted,datetime,duration (hours/min),duration (seconds),latitude,longitude,shape,state
36572,milwaukie,Large blueish green disc shaped craft stopped and hovered,us,1/10/2009,4/14/1981 00:00,30 seconds,30,45.4463889,-122.63805559999999,disk,or
36573,mohave desert,It was on the day of the first landing of the space shuttle Columbia that I saw eight objects in the western sky,,9/9/2004,4/14/1981 17:00,one hour,30,35.93181,-116.22785800000001,other,ca
36574,butler,I saw an unmanned craft&#44 3&#39 long fly 12&#39 over my head slower than a man walks&#44 then accelerate away at a great speed.,us,5/15/2006,4/14/1987 12:00,45 seconds,45,40.8611111,-79.8955556,other,pa
36575,indianapolis,I AM FOURTY SEVEN&#44 BUT WAS IN MY MID THIRTIES AT THE TIME MY GIRLFRIEND AND MYSELF GOT UP EARLY ONE SPRING MORNING TO ENJOY THE NEW DAY,us,10/28/2002,4/14/1990 06:30,15.min,900,39.7683333,-86.1580556,circle,in
36576,panchgani (india),shooting star like ufo,,12/3/2004,4/14/1991 07:15,10 mins,600,17.92395,73.803675,other,
36577,creston,Shere shaped object with brilliant bright lights,us,6/18/2003,4/14/1993 21:00,5 minutes,300,36.4277778,-81.62388890000001,sphere,nc
36578,st. cloud,Man delivering newspapers sees large &quot;trapezoid of very bright amber lights w/ strobes&quot; pass slowly overhead SW to NE.  Silent.,us,11/2/1999,4/14/1996 02:05,1 minute,60,45.5608333,-94.1622222,,mn
36579,wyoming,Man&#44 3 neighbors witness &quot;huge&quot; cluster of amber lights pass slowly from SW to NE. Sky crystal clear. Steady pace&#44 no noise.,us,11/2/1999,4/14/1996 02:10,45 sec.,45,45.3363889,-92.9969444,,mn
36580,petoskey,MI Hwy. Patrol off. w/ partner on Hwy. 31 see 2x glowing obj. overhead. Obj. had &quot;long&#44 burning tail&#44 like rooster tail.&quot;  2nd car saw.,us,11/2/1999,4/14/1996 03:10,1 min.,60,45.3733333,-84.95527779999999,,mi
36581,st. ignace,Man&#44 wife&#44 2 adults witness 2 very bright objs. pass across sky&#44 followed by 4 smaller lights.  Huge tail 1 mi. long. Steady pace.,us,11/2/1999,4/14/1996 03:10,5 min.,300,45.8686111,-84.7277778,,mi
36582,st. johns,FAA employee reports seeing 20x tiny&#44 &quot;pinpoints of gold or yellow color&quot; lights streak overhead. Multiple clusters.,us,11/2/1999,4/14/1996 22:00,2 sec.,2,43.0011111,-84.5591667,,mi
36583,luck,Woman&#44 husband see &quot;huge&quot; cluster of 5x BRIGHT lights pass from SW to NE beneath broken clouds. Beautiful &quot;tail of light&#33&#33&quot;,us,11/2/1999,4/14/1996 24:00,1 minute,60,45.5761111,-92.4825,,wi
36584,edison,Large&#44 triangle shaped ufo that emanates light at each corner&#44 moves on straight a straight linear axis while in 360 degree rotation.,us,10/12/2001,4/14/1997 02:15,50 seconds,50,40.5186111,-74.4125,triangle,nj
36585,big bear city,The object hovered over the airport then disappeared.,us,3/17/2004,4/14/1997 18:00,one minute,60,34.2611111,-116.84416670000002,oval,ca
36586,spokane,Light was stationary&#44 something about it kept drawing eyes to it as it was very bright.Seemed to move and when looked directly at it&#44 i,us,8/30/1999,4/14/1998 03:20,2 min,120,47.6588889,-117.425,light,wa
36587,vienna,This object hovered a few hundred feet above the Tysons Marriot for over 5 min.  It seemed to have erratic movements (up &amp; down),us,1/28/1999,4/14/1998 13:19,5-7 minutes,420,38.9011111,-77.2655556,changing,va
36588,texico,a boomerang shaped flying object with numerous lights was seen hovering,us,1/28/1999,4/14/1998 21:30,5minutes,300,38.4394444,-88.8969444,other,il
36589,oglesby,aLL LIGHTS WENT OFF &#44 BUT&#44 ELECTRONIC EQUIPTMENT CAME ON &#44 EVEN THOUGHT THERE WAS NO POWER  ( THER WERE NO STORMS &#44 THUNDER&#44 LIGHTENING,us,4/26/1999,4/14/1999 00:00,4min,240,41.2952778,-89.0594444,light,il
36590,oak ridge,i looked up because something caught my eye.looking in an easterly direction i saw a glowing green oval object.it hovered for a moment,us,4/26/1999,4/14/1999 00:10,2 minutes or so,120,36.0102778,-84.2697222,oval,tn
36591,houston,I saw a boomarang shaped object. It was gliding across the sky.,us,6/23/1999,4/14/1999 00:45,5-10 seconds,10,29.7630556,-95.3630556,chevron,tx
36592,new york city (brooklyn),Travelling by car westerly. We Spotted a Very Fast moving&#44 very bright White Light/Fireball which eventually turned green as it &quot;flew&quot;,us,9/28/2002,4/14/1999 20:15,3 seconds,3,40.7141667,-74.0063889,light,ny
36593,milford/milton (between; heading parallel to rout..),As I was driving&#44 I think I saw what appeared to be a fireball or bolide meteor with a long tail. I previously thought it landed close,,4/26/1999,4/14/1999 20:25,2 to 3 seconds,3,39.084645,-75.457497,circle,de
36594,oakton,Something burst out of the sky and plummeted downward.  It had a green glow like fire and no tail of light visible.  It then disappeare,us,4/26/1999,4/14/1999 20:30,5 seconds,5,38.8808333,-77.30111109999999,fireball,va
36595,maharepa&#44 moorea (french polynesia),Witnessed an object traveling in a straight line emitting sparks from the front section trailing towards its rear&#44 like throwing a spar,,7/5/1999,4/14/1999 22:00,15 seconds,15,-17.483141,-149.797776,formation,
36596,pomona/laverne,Bright orange light hovering in southwestern sky&#44 moved northeast&#44 then hovered again and proceeded to release several smaller light sp,,4/26/1999,4/14/1999 22:20,8 minutes,480,34.086275,-117.751044,sphere,ca
36597,washington&#44 d.c.,Intensely fast green glowing fireball crossed the sky from nw to se over the Washington DC beltway and went below the viewable horizon.,,9/6/2002,4/14/1999 22:30,15 seconds,15,38.907231,-77.036464,fireball,dc
36598,marathon key,The object flew directly overhead&#44 from south to north. The lights were white&#44 in a vee pattern with one in front and two on each side.,,5/24/1999,4/14/1999 23:45,4-5 seconds,5,30.260227,-81.392207,triangle,fl
36822,burbank,very black blimp no one could see,us,7/10/2010,4/15/1981 15:00,20 min,1200,34.1808333,-118.30805559999999,sphere,ca
36823,katonah,Red Sphere seen in middle of day,us,2/22/2005,4/15/1983 12:00,30 seconds,30,41.2588889,-73.6858333,sphere,ny
36824,new orleans,My story is short but True .  This sighting occurred while fishing in the Mississippi river &#44 in the spring of 1983 &#44 probably April.,us,11/21/2010,4/15/1983 13:30,2-3 seconds,3,29.9544444,-90.075,oval,la
36825,brisbane (qld&#44 australia),A brilliant blue-white light performs amazing acrobatics for an hour and a half over the city of Brisbane.,au,8/16/2002,4/15/1983 21:00,1 1/2 hours,37800,-27.47101,153.024292,changing,
36826,matsqui (canada),Matsqui BC&#44 April 1983(best guess)21:00hrs moving east to west along Fraser River and passing Mission,,4/27/2004,4/15/1983 21:00,10-20 mins,1200,49.106382,-122.29296000000001,cigar,bc
36827,rincon (puerto rico),Two bright object&#44 one in pursuit of the other,us,4/22/2003,4/15/1983 21:00,1 min,60,18.3422222,-67.25027779999999,circle,pr
36828,lake worth,Saw obj out window appx 0100. Enter E-W slow bright. Outside stared obj <5m. Time on clock&#44 >1h. Hypn 5 yr later. Abduct&#44 exam&#44 unsettl,us,1/28/1999,4/15/1984 02:00,2 hours,7200,26.6155556,-80.05722220000001,disk,fl
36829,yelvington,VERY BEAUTIFUL.  Could not believe what was happening. ******PLEASE CONTACT ME********,us,11/9/1999,4/15/1984 21:00,40-50 minutes,3000,37.8555556,-86.96722220000001,triangle,ky
36830,nova,Triangle-shaped object,us,9/13/2002,4/15/1985 21:30,10 minutes,600,41.0288889,-82.3047222,triangle,oh
36831,granville summit (west franklin),Flat saucer like object rises out of a pond&#44 turns on edge and  disappears.,us,4/22/2003,4/15/1985 22:00,5-7 minutes,420,41.7177778,-76.7794444,disk,pa
36832,julian (near; bordering cuyamaca forest state preserve),My husband and I experienced 2 glowing orbs (1 red at one end 1 blue at the other with us in the middle) approximately 50-100 yards apa,us,4/2/1999,4/15/1986 00:30,app.4 1/2 hrs.,420,33.0786111,-116.6011111,other,ca
36833,lubbock,2ft Square &#44 5 Sided Black Box,us,5/11/2005,4/15/1986 15:00,5 minutes,300,33.5777778,-101.85472220000001,other,tx
36834,hayward,Father in-law was outside smoking. He observed something in the sky&#44 he then called out for us to come out and tell him what he was see,us,4/18/2012,4/15/1986 17:00,10 minutes,600,37.6688889,-122.0797222,disk,ca
36835,lafayette,A sighting of four bright objects seen performing unusual maneuvers with no apparent change in speed.,us,9/17/2000,4/15/1986 21:50,1 minute,60,30.2238889,-92.0197222,light,la
36836,huntingdon (canada),Pulsating&#44 emence light in Huntingdon QC,ca,7/8/2004,4/15/1987 02:00,4 minutes,240,45.083333,-74.18333299999999,other,qc
36837,perth (australia),On a warm fresh morning in the summer of 87 i saw it suspended off the ground approx 1000yrds from me next to a main digital communicat,au,10/30/2006,4/15/1987 05:00,5 seconds,5,-31.95224,115.861397,sphere,
36838,seal rock,My wife and I are professional photographers and were doing some stock photo work at Seal Rock on the Oregon coast.  I still don&#39t know,us,7/30/2002,4/15/1987 16:00,seconds,2,44.4991667,-124.08277779999999,sphere,or
36839,wasilla,the object was large moving just above the treeline it had clear white lights not sure if it made a noise because i was in doors,us,2/18/2011,4/15/1988 07:00,2or3minutes,180,61.5813889,-149.4394444,disk,ak
36840,bremerton,Disc was flying about 50 yards off the wingtip of an airliner that had just left Seatac airport.,us,5/14/2002,4/15/1988 14:00,~ 20 seconds,20,47.5675,-122.63138889999999,disk,wa
36841,yuma/tacna,roundes craft with lights around the outer rim.  No sound came from it&#44 it stood in the sky before us revolving slowly.  We felt we wer,,7/5/1999,4/15/1988 19:00,15-30min.,1800,32.697547,-113.953543,other,az
36842,idaho falls,12&#39x8&#39 rectangle emmiting blinding lights riding my car bumper until i stoped.,us,3/16/2001,4/15/1989 03:30,10 minites,600,43.4666667,-112.03333329999998,rectangle,id
36843,knoxville,Star shaped craft flys right over my head slowly at 60 feet&#44 on Easter 1990.,us,9/2/2005,4/15/1990 00:05,35 seconds,35,35.9605556,-83.9208333,other,tn
36844,charlottesville,I have spoken of this to my friends&#44 but have never wanted to explain this event to any organization such as yours for&#44 I guess fear of,us,4/2/1999,4/15/1990 01:30,5 minutes,300,38.0291667,-78.47694440000001,other,va
36845,thornwood,How the extremely bright light effected my vision&#33,us,2/1/2007,4/15/1990 22:00,5 mins,300,41.1233333,-73.7794444,light,ny
36846,scott a.f.b.,Observed 1 object moving app. 200 kts.&#44 traveling east to west&#44 altitude app. 3000 ft.,,1/28/1999,4/15/1991 00:00,4 min,240,38.542699,-89.855182,triangle,il
36847,moab,One morning while hiking in some mountains in Utah two friends and I saw a large&#44 diamond-shaped&#44 unidentified flying object.,us,5/15/2006,4/15/1991 10:00,1 minute,60,38.5733333,-109.54916670000001,diamond,ut
36848,greenwood,seen craft in plain day&#44 less than 150 ft. away larger than a football feild&#44  no lights &#44 clear &#44 fast&#44 silent.,us,4/9/2004,4/15/1991 18:15,1min,60,34.1952778,-82.1619444,oval,sc
36849,malad/downy,UFO SPOTTED IN SOUTHEASTERN IDAHO IN RECENT YEARS,,1/11/2002,4/15/1991 22:00,10 seconds,10,42.393011,-112.17951299999999,circle,id
36850,placerville,Spring 1991  Placerville&#44Ca.   Light  5-10 seconds view from patio clear sky  Light outruns 2 jets&#33&#33,us,8/27/2009,4/15/1991 23:00,moments,2,38.7297222,-120.7975,light,ca
36851,portsmouth,UFO  sited in MY own yard ... the world felt like it stopped&#33&#33&#33&#33&#33&#33,us,10/12/2001,4/15/1992 14:00,proly 10 20 mins.,1200,36.8352778,-76.29861109999999,disk,va
36852,midlothian,Unreported 1992 Sighting,us,9/29/2004,4/15/1992 19:30,roughly 2 minutes,120,37.5058333,-77.64944440000001,egg,va
36853,landers,I Saw a fire ball above a distant hill that appeared cool rather than hot like the Sun,us,3/11/2003,4/15/1992 22:00,1 hour,3600,34.2661111,-116.3922222,fireball,ca
36854,neosho,I don&#39t remember for sure when this happened&#44 it was between 10 and 15 yrs ago. I had recently moved from Ca. to Mo. I was with two fri,us,11/28/2007,4/15/1992 22:00,one minute,60,36.8688889,-94.3677778,unknown,mo
36855,virginia beach,Bright flash and blue ring of fire emitting vapor trail,us,2/14/2006,4/15/1993 03:00,1 min,60,36.8527778,-75.9783333,circle,va
36856,london (uk/england),I know now that these ufo saucers visited and studied this part of north london between april and may 1993 their activities were intenc,gb,6/20/2012,4/15/1993 24:00,20 minutes,1200,51.514125,-0.093689,disk,
36857,elkton,The UFO had Orange and Yellow Lights. 500 Lights On Object0: Yes,us,1/10/2009,4/15/1994 21:00,1-3 minutes,180,39.6066667,-75.83361109999998,other,md
36858,brooksville (withlacoochie forest),Three witnesses saw a very large&#44 chevron-shaped&#44 black or gray object with read lights around the edges.,us,10/15/2002,4/15/1994 22:00,20 minutes,1200,28.555,-82.3880556,chevron,fl
36859,prescott,rectangular object and sound of object.,us,2/18/2001,4/15/1994 23:00,3 minutes,180,34.54,-112.4677778,rectangle,az
36860,austin,SEEN IN BROAD DAYLIGHT- large craft that looked like two pie plates facing each other with a short cylinder in between&#44 yellow and oran,us,11/30/1999,4/15/1995 12:00,10 seconds,10,30.2669444,-97.7427778,other,tx
36861,earlville,Young man repts. daylight sighting of egg-&#44 or cigar-&#44 shaped silver object.  (See other sightings from Phila./Pottstown PA.),us,11/2/1999,4/15/1995 19:30,30 sec.,30,40.3166667,-75.7372222,,pa
36862,asheville,it hovered above us for a while.....,us,12/2/2000,4/15/1995 22:00,it seemed like 15+ mins.,900,35.6008333,-82.5541667,triangle,nc
36863,gilbert,1995 Phoenix SE Valley &quot;shooting star&quot; turns 90&#176; and crosses sky in couple of seconds.,us,2/14/2008,4/15/1995 22:00,1 minute,60,33.3527778,-111.78833329999999,unknown,az
36864,pinehurst,Two triangular craft&#44 hovering low,us,12/3/2004,4/15/1995 22:00,30 seconds,30,35.1952778,-79.4697222,triangle,nc
36865,kilgore,Prone to being &quot;ESCORTED&quot;  by bright ball of light???,us,6/12/2002,4/15/1995 23:30,60 minutes,3600,32.3861111,-94.8755556,circle,tx
36866,gretna,Red strobbing object&#44 approx. the size of a basketball.,us,2/18/2001,4/15/1996 00:30,1.5min,90,29.9144444,-90.0538889,sphere,la
36867,long beach,A Large Brilliant green fireball was seen &quot;fall to earth&quot; in the direction of the Long beach airport.There was no fire or evidence of a,us,1/28/1999,4/15/1996 05:11,1.5 seconds,1.5,33.7669444,-118.18833329999998,fireball,ca
36868,bakersfield,Man sees enormous blue light pass S to N in W sky.  Obj. flashed&#44 turned pure white&#44 streak N&#44 then break up into pieces. 1/10th moon.,us,11/2/1999,4/15/1996 05:13,4 sec.,4,35.3733333,-119.01777779999999,,ca
36869,bakersfield,Reporter calls re multiple repts. of bright obj. streaking over Bakersfield.  Writes article.  (MANY other repts. after article.),us,11/2/1999,4/15/1996 05:13,4 sec.,4,35.3733333,-119.01777779999999,,ca
36870,campbell,Woman observes round ball of light streak from E to W VERY fast&#44 flashed 3-4 times.  Visible through clouds&#44 &quot;like heat lightning.&quot;,us,11/2/1999,4/15/1996 05:13,4 sec.,4,37.2872222,-121.9488889,,ca
36871,lacoochee,huge fireball approx. 30 mile fire trail&#44 traveling upward at a speed approx. 10&#44000 miles p.h.,us,5/24/1999,4/15/1996 14:00,3 seconds,3,28.4655556,-82.17222220000001,fireball,fl
36872,monrovia,Highly polished shuttle looking craft which hovered  at high altitude in the air directly above me,us,3/4/2008,4/15/1996 14:00,15 minutes,900,34.1480556,-117.99805559999999,chevron,ca
36873,big stone gap,1 LIGHT SEPARATES INTO 3 &amp; HOVERS OVER TREE&#44 THEN COMBINE &amp; DISAPPEAR.,us,7/3/2013,4/15/1996 21:00,3-4 minutes,240,36.8816667,-82.74722220000001,light,va
36874,los angeles,&quot;twinkling&quot; points of light seen above LA&#44 one darting Westbound,us,6/4/2004,4/15/1996 21:00,one minute,60,34.0522222,-118.2427778,other,ca
36875,salmon arm (shushuap) (canada),Flying Fireballs &#44 Piloted by ?,ca,9/29/2004,4/15/1996 21:00,5 minutes,300,50.7,-119.28333300000001,fireball,bc
36876,perth (australia),Triangular object with smaller objects joining with it. 3 witnesses.,au,5/15/2006,4/15/1996 21:30,10 minutes,600,-31.95224,115.861397,triangle,
36877,kelso,Back in 1996 in kelso washington&#44i saw a cylinder inthe night sky at first it was grey then it turned and it was yellowish orange.,us,11/3/2005,4/15/1996 23:00,2 minutes,120,46.1469444,-122.9072222,cylinder,wa
36878,white mountains,one object was in the shape of the number six on a piece of dice.,,2/18/2001,4/15/1997 01:00,2 hours,7200,33.910604,-109.585093,other,az
36879,fullerton,the object made no noise&#44as it changed colors&#44and hovered in complete silence until it was ready to move.,us,5/4/2004,4/15/1997 01:30,30 minutes,1800,33.8702778,-117.92444440000001,changing,ca
